"NIG1" "NIG2" "lasso" "ridge" "null"
"alphad0" NA 2.13151502900894 NA NA NA
"alphad0" NA 1.77431900684433 NA NA NA
"alphad0" NA 2.25568710834527 NA NA NA
"alphad0" NA 2.32282990714127 NA NA NA
"alphad0" NA 1.47363065437393 NA NA NA
"alphad0" NA 1.63895385869305 NA NA NA
"alphad0" NA 2.26520829455118 NA NA NA
"alphad0" NA 1.68235433584245 NA NA NA
"alphad0" NA 1.80499397552163 NA NA NA
"alphad0" NA 1.8656398747865 NA NA NA
"alphad0" NA 2.02175277810935 NA NA NA
"alphad0" NA 1.82576914330337 NA NA NA
"alphad0" NA 1.99449598665347 NA NA NA
"alphad0" NA 2.11047711830083 NA NA NA
"alphad0" NA 1.91581748314365 NA NA NA
"alphad0" NA 1.60483260600545 NA NA NA
"alphad0" NA 1.85966721631642 NA NA NA
"alphad0" NA 2.04319740441152 NA NA NA
"alphad0" NA 2.1441147669823 NA NA NA
"alphad0" NA 1.97739684266935 NA NA NA
"alphad0" NA 2.25789041686761 NA NA NA
"alphad0" NA 1.91460348817707 NA NA NA
"alphad0" NA 1.68465946840938 NA NA NA
"alphad0" NA 1.69650670040519 NA NA NA
"alphad0" NA 1.83905797149987 NA NA NA
"alphad0" NA 2.86423381294139 NA NA NA
"alphad0" NA 1.82815790919271 NA NA NA
"alphad0" NA 1.92261618664163 NA NA NA
"alphad0" NA 1.66685045287724 NA NA NA
"alphad0" NA 1.63697879494744 NA NA NA
"alphad0" NA 2.00994979300272 NA NA NA
"alphad0" NA 2.07760412447026 NA NA NA
"alphad0" NA 1.87009080261993 NA NA NA
"alphad0" NA 2.11625554129265 NA NA NA
"alphad0" NA 2.06579478402031 NA NA NA
"alphad1" NA 0.82209856650152 NA NA NA
"alphad1" NA 1.55602408107627 NA NA NA
"alphad1" NA 1.35719029866458 NA NA NA
"alphad1" NA 3.00020902113134 NA NA NA
"alphad1" NA 1.67236815221903 NA NA NA
"alphad1" NA 2.02276143232358 NA NA NA
"alphad1" NA 2.03851819248093 NA NA NA
"alphad1" NA 1.33177380961042 NA NA NA
"alphad1" NA 1.10700109866836 NA NA NA
"alphad1" NA 1.44748824176637 NA NA NA
"alphad1" NA 2.52896864398464 NA NA NA
"alphad1" NA 1.51592504315704 NA NA NA
"alphad1" NA 1.67099616670786 NA NA NA
"alphad1" NA 0.806847027698287 NA NA NA
"alphad1" NA 2.05575837825932 NA NA NA
"alphad1" NA 1.5798394662019 NA NA NA
"alphad1" NA 2.1166141084357 NA NA NA
"alphad1" NA 1.17606122642274 NA NA NA
"alphad1" NA 1.12207034919377 NA NA NA
"alphad1" NA 2.3805850851071 NA NA NA
"alphad1" NA 2.62282241774798 NA NA NA
"alphad1" NA 1.89223349456907 NA NA NA
"alphad1" NA 1.90712421277035 NA NA NA
"alphad1" NA 1.81565080663722 NA NA NA
"alphad1" NA 2.37162373138623 NA NA NA
"alphad1" NA 2.18965031486493 NA NA NA
"alphad1" NA 1.81771464287569 NA NA NA
"alphad1" NA 1.63208211936736 NA NA NA
"alphad1" NA 2.30343619924828 NA NA NA
"alphad1" NA 1.88888908780956 NA NA NA
"alphad1" NA 1.3842986543155 NA NA NA
"alphad1" NA 2.78310865750568 NA NA NA
"alphad1" NA 2.29666101158154 NA NA NA
"alphad1" NA 1.2518153738276 NA NA NA
"alphad1" NA 1.41012033799268 NA NA NA
"alphad1" NA 0.856655051745934 NA NA NA
"alphad1" NA 1.82976466191318 NA NA NA
"alphad1" NA 2.30130753859806 NA NA NA
"alphad1" NA 2.35361713451439 NA NA NA
"alphad1" NA 1.88183784450424 NA NA NA
"alphad1" NA 0.665125335426361 NA NA NA
"alphad1" NA 1.38716167582037 NA NA NA
"alphad1" NA 1.92703986798895 NA NA NA
"alphad1" NA 2.67985116825226 NA NA NA
"alphad1" NA 1.89936694184704 NA NA NA
"alphad1" NA 1.60128712175023 NA NA NA
"alphad1" NA 1.28424502458178 NA NA NA
"alphad1" NA 2.42202384055777 NA NA NA
"alphad1" NA 1.38381643028224 NA NA NA
"alphad1" NA 1.69031503588487 NA NA NA
"alphad2" NA 4.65407528536546 NA NA NA
"alphad2" NA 3.58570668053526 NA NA NA
"alphad2" NA 4.09892095813593 NA NA NA
"alphad2" NA 4.16263448484079 NA NA NA
"alphad2" NA 4.5130780537241 NA NA NA
"alphad2" NA 6.35227830510304 NA NA NA
"alphad2" NA 4.43720303751329 NA NA NA
"alphad2" NA 4.74705690382244 NA NA NA
"alphad2" NA 5.86885925141646 NA NA NA
"alphad2" NA 5.42541320964379 NA NA NA
"alphad2" NA 5.45299448338946 NA NA NA
"alphad2" NA 4.36449302351191 NA NA NA
"alphad2" NA 6.00338523373757 NA NA NA
"alphad2" NA 4.68731967362314 NA NA NA
"alphad2" NA 6.0703567629733 NA NA NA
"alphad2" NA 4.83818649001845 NA NA NA
"alphad2" NA 5.62972393320358 NA NA NA
"alphad2" NA 4.6762108340687 NA NA NA
"alphad2" NA 4.71603639438278 NA NA NA
"alphad2" NA 5.7778222372724 NA NA NA
"alphad2" NA 5.94841734364039 NA NA NA
"alphad2" NA 6.36552435076839 NA NA NA
"alphad2" NA 5.32088851722195 NA NA NA
"alphad2" NA 5.71636022114203 NA NA NA
"alphad2" NA 4.74308793619037 NA NA NA
"alphad2" NA 6.22247446799906 NA NA NA
"alphad2" NA 5.59277471860737 NA NA NA
"alphad2" NA 5.98212460137233 NA NA NA
"alphad2" NA 6.00629253115445 NA NA NA
"alphad2" NA 5.4069284052162 NA NA NA
"alphad2" NA 5.92571752578134 NA NA NA
"alphad2" NA 4.31859678394675 NA NA NA
"alphad2" NA 4.55488860978759 NA NA NA
"alphad2" NA 4.66414985536299 NA NA NA
"alphad2" NA 4.64518284371083 NA NA NA
"alphad2" NA 5.17868011415846 NA NA NA
"alphad2" NA 5.43889190505579 NA NA NA
"alphad2" NA 5.30039887001151 NA NA NA
"alphad2" NA 5.61904601545726 NA NA NA
"alphad2" NA 5.58183627699673 NA NA NA
"alphad2" NA 4.09479435680667 NA NA NA
"alphad2" NA 5.16842108939511 NA NA NA
"alphad2" NA 6.27495850503416 NA NA NA
"alphad2" NA 5.84335034822458 NA NA NA
"alphad2" NA 5.3788938813534 NA NA NA
"alphad2" NA 5.00283503096297 NA NA NA
"alphad2" NA 5.43941468819641 NA NA NA
"alphad2" NA 5.63928099293764 NA NA NA
"alphad2" NA 5.22481915669731 NA NA NA
"alphad2" NA 5.25894995100445 NA NA NA
"alphad3" 0.227968641681018 10.5665795036903 NA NA NA
"alphad3" 0.180034101850092 11.7576014920614 NA NA NA
"alphad3" 0.207402648740414 10.6426846397397 NA NA NA
"alphad3" 0.181903801242407 10.1709455950685 NA NA NA
"alphad3" 0.146395687481192 14.5618630863831 NA NA NA
"alphad3" 0.131540417131719 13.8704805108665 NA NA NA
"alphad3" 0.174766548054008 12.2951094134416 NA NA NA
"alphad3" 0.191581072332708 12.4604175601909 NA NA NA
"alphad3" 0.178277749059636 11.5210890289091 NA NA NA
"alphad3" 0.178503809039992 12.749633117624 NA NA NA
"alphad3" 0.15663003613964 13.1248169031813 NA NA NA
"alphad3" 0.189922541206975 12.4547741315206 NA NA NA
"alphad3" 0.160235638066902 13.3346398646234 NA NA NA
"alphad3" 0.227425037015357 11.1302265906619 NA NA NA
"alphad3" 0.189098482590141 11.2534372692075 NA NA NA
"alphad3" 0.173367874269057 13.4239962806834 NA NA NA
"alphad3" 0.15149957227514 12.6911849922881 NA NA NA
"alphad3" 0.177943024917795 12.1308371750523 NA NA NA
"alphad3" 0.169363549673831 11.5366921201795 NA NA NA
"alphad3" 0.174103226906581 11.8359716167443 NA NA NA
"alphad3" 0.156084746973158 12.2652025773624 NA NA NA
"alphad3" 0.181940937387101 11.8702562789046 NA NA NA
"alphad3" 0.188050772967002 12.0822878099161 NA NA NA
"alphad3" 0.187451954590891 12.0772274218544 NA NA NA
"alphad3" 0.186338050270938 11.0931865096382 NA NA NA
"alphad3" 0.179484490697213 12.9988421562599 NA NA NA
"alphad3" 0.167471233539126 11.9606225015749 NA NA NA
"alphad3" 0.199736499085806 10.0038734984954 NA NA NA
"alphad3" 0.158554731187424 12.0743618084429 NA NA NA
"alphad3" 0.199558673457436 12.2417656229305 NA NA NA
"alphad3" 0.175286615947201 13.8494944383249 NA NA NA
"alphad3" 0.205951321223755 11.7686211875742 NA NA NA
"alphad3" 0.187966427462165 11.5183161205125 NA NA NA
"alphad3" 0.1764164521387 13.4886332852694 NA NA NA
"alphad3" 0.178888638711312 12.3729357679646 NA NA NA
"alphad3" 0.200307973945181 12.1341898279641 NA NA NA
"alphad3" 0.136131375803452 14.5471155490633 NA NA NA
"alphad3" 0.215753949447335 10.7853775495061 NA NA NA
"alphad3" 0.165137035125924 12.4157230378504 NA NA NA
"alphad3" 0.179160064068942 12.2531273601493 NA NA NA
"alphad3" 0.224454217982397 11.0866935040695 NA NA NA
"alphad3" 0.15736233520283 11.5018823862406 NA NA NA
"alphad3" 0.183612004005013 12.2169665078249 NA NA NA
"alphad3" 0.15284693033205 12.5126805890451 NA NA NA
"alphad3" 0.173793385497725 12.3079863216862 NA NA NA
"alphad3" 0.179519065339774 13.6101318110295 NA NA NA
"alphad3" 0.153013272640044 11.7071661607492 NA NA NA
"alphad3" 0.166713166510501 15.1183726037351 NA NA NA
"alphad3" 0.196757978094914 11.4103631352751 NA NA NA
"alphad3" 0.213889155283631 11.4847131107237 NA NA NA
"lambdad" NA 0.865033741216126 NA NA NA
"lambdad" NA 0.650685136286412 NA NA NA
"lambdad" NA 0.726355541500634 NA NA NA
"lambdad" NA 0.550059433864714 NA NA NA
"lambdad" NA 0.714053849149235 NA NA NA
"lambdad" NA 0.680555053206994 NA NA NA
"lambdad" NA 0.645424924426389 NA NA NA
"lambdad" NA 0.771730712987523 NA NA NA
"lambdad" NA 0.764239112954982 NA NA NA
"lambdad" NA 0.805129326205403 NA NA NA
"lambdad" NA 0.661729052248786 NA NA NA
"lambdad" NA 0.57214947503381 NA NA NA
"lambdad" NA 0.777241734567761 NA NA NA
"lambdad" NA 0.936135439511662 NA NA NA
"lambdad" NA 0.757322945199516 NA NA NA
"lambdad" NA 0.685264788780024 NA NA NA
"lambdad" NA 0.751683443062417 NA NA NA
"lambdad" NA 0.725346229830048 NA NA NA
"lambdad" NA 0.742493551208194 NA NA NA
"lambdad" NA 0.692035037302906 NA NA NA
"lambdad" NA 0.759484603336529 NA NA NA
"lambdad" NA 0.848939942106706 NA NA NA
"lambdad" NA 0.998840543823851 NA NA NA
"lambdad" NA 0.975422361405224 NA NA NA
"lambdad" NA 0.897444825401752 NA NA NA
"lambdad" NA 0.949386596640705 NA NA NA
"lambdad" NA 0.859601267052559 NA NA NA
"lambdad" NA 0.757009536212036 NA NA NA
"lambdad" NA 0.657786692085767 NA NA NA
"lambdad" NA 1.08932124861347 NA NA NA
"lambdad" NA 0.780400991582901 NA NA NA
"lambdad" NA 0.807024927222927 NA NA NA
"lambdad" NA 0.711149569192301 NA NA NA
"lambdad" NA 0.938520220033623 NA NA NA
"lambdad" NA 0.597503330216529 NA NA NA
"lambdad" NA 0.770055517203505 NA NA NA
"lambdad" NA 0.614287181969285 NA NA NA
"lambdad" NA 0.692448809521575 NA NA NA
"lambdad" NA 0.819983185147242 NA NA NA
"lambdad" NA 0.754537238760879 NA NA NA
"lambdad" NA 0.807342172054201 NA NA NA
"lambdad" NA 0.596179324781215 NA NA NA
"lambdad" NA 0.616676114188263 NA NA NA
"lambdad" NA 0.743616619552349 NA NA NA
"lambdad" NA 0.642278406653179 NA NA NA
"lambdad" NA 1.31421905912794 NA NA NA
"lambdad" NA 0.662629582746685 NA NA NA
"lambdad" NA 0.707281162080804 NA NA NA
"lambdad" NA 0.710173960363761 NA NA NA
"lambdad" NA 0.732470857547881 NA NA NA
"elbo" -374.720747068951 -1770.53235231165 NA NA NA
"elbo" -366.498052724497 -1745.77924166521 NA NA NA
"elbo" -382.17952482882 -1780.93441651322 NA NA NA
"elbo" -379.916854183098 -1787.43765988499 NA NA NA
"elbo" -364.767879610994 -1814.28337752489 NA NA NA
"elbo" -367.976586821142 -1879.08375882986 NA NA NA
"elbo" -376.968306486292 -1709.05446423922 NA NA NA
"elbo" -375.600029581114 -1758.65311703955 NA NA NA
"elbo" -375.205724674589 -1789.08185753523 NA NA NA
"elbo" -377.698631525675 -1725.8198592602 NA NA NA
"elbo" -366.858514661177 -1741.60280498915 NA NA NA
"elbo" -389.547762854633 -1728.01505123628 NA NA NA
"elbo" -349.609824468011 -1787.49054428269 NA NA NA
"elbo" -385.698940550974 -1731.66053052564 NA NA NA
"elbo" -381.691469797741 -1762.72071579866 NA NA NA
"elbo" -359.870840197225 -1734.47604695706 NA NA NA
"elbo" -372.412499598877 -1860.53242555283 NA NA NA
"elbo" -383.289601128815 -1768.2664911016 NA NA NA
"elbo" -354.54749262327 -1792.25527404333 NA NA NA
"elbo" -384.576089266945 -1722.00617517589 NA NA NA
"elbo" -358.903330299152 -1759.26633443311 NA NA NA
"elbo" -364.716862228993 -1803.16905724843 NA NA NA
"elbo" -389.481641659147 -1728.88913738665 NA NA NA
"elbo" -374.89098660297 -1770.25984690697 NA NA NA
"elbo" -380.261746978956 -1764.97684987262 NA NA NA
"elbo" -378.516317775445 -1807.58067773261 NA NA NA
"elbo" -369.932365673619 -1738.026393022 NA NA NA
"elbo" -378.223671449702 -1732.2821572318 NA NA NA
"elbo" -371.005834409518 -1845.30929447229 NA NA NA
"elbo" -375.845803225364 -1693.63355373623 NA NA NA
"elbo" -382.055210604583 -1713.84388665404 NA NA NA
"elbo" -384.934142073991 -1775.87092606312 NA NA NA
"elbo" -361.532220284018 -1770.50140115612 NA NA NA
"elbo" -371.733425600168 -1804.45844193537 NA NA NA
"elbo" -365.545523620158 -1773.8757623565 NA NA NA
"elbo" -379.608417632215 -1742.30453578997 NA NA NA
"elbo" -359.939601732353 -1822.13358886181 NA NA NA
"elbo" -383.352116506892 -1650.25382060909 NA NA NA
"elbo" -360.022372571262 -1811.72663988311 NA NA NA
"elbo" -378.44132218748 -1764.42763320841 NA NA NA
"elbo" -373.773470400778 -1759.02660634134 NA NA NA
"elbo" -363.254644424591 -1783.80946381845 NA NA NA
"elbo" -371.267443417931 -1773.63791287759 NA NA NA
"elbo" -366.441543918649 -1787.97294295218 NA NA NA
"elbo" -366.718867381677 -1705.35155782333 NA NA NA
"elbo" -389.291454311795 -1751.82966001399 NA NA NA
"elbo" -354.569722249762 -1783.98075559726 NA NA NA
"elbo" -369.627537797272 -1738.06918355155 NA NA NA
"elbo" -387.182614033735 -1701.92370897176 NA NA NA
"elbo" -371.961484294141 -1699.73849702373 NA NA NA
"elbot" -233.727570721456 -422.999717221419 NA NA NA
"elbot" -235.635507448887 -423.778902279766 NA NA NA
"elbot" -236.539164107243 -424.807009194414 NA NA NA
"elbot" -238.897147487162 -423.683786116833 NA NA NA
"elbot" -228.088648947158 -421.818886434186 NA NA NA
"elbot" -231.73530669329 -427.639635240315 NA NA NA
"elbot" -236.43091039102 -425.018641204125 NA NA NA
"elbot" -236.116419378179 -426.998468286377 NA NA NA
"elbot" -235.488881656107 -427.231542087958 NA NA NA
"elbot" -238.870799347873 -431.987245201568 NA NA NA
"elbot" -225.687038700894 -417.495642513715 NA NA NA
"elbot" -239.8070323893 -423.551287527735 NA NA NA
"elbot" -214.189454599451 -408.193057472058 NA NA NA
"elbot" -244.638465044393 -435.328255506399 NA NA NA
"elbot" -236.870500851196 -427.241729578567 NA NA NA
"elbot" -233.726401469465 -423.304749824946 NA NA NA
"elbot" -228.687829813835 -423.251853334583 NA NA NA
"elbot" -239.795648731237 -430.777345634972 NA NA NA
"elbot" -225.265358593765 -417.693744680646 NA NA NA
"elbot" -242.628135575893 -432.810124715941 NA NA NA
"elbot" -222.790308764614 -417.180736477998 NA NA NA
"elbot" -225.543967164073 -418.855813426304 NA NA NA
"elbot" -239.079854264464 -434.546677121222 NA NA NA
"elbot" -232.421519145272 -428.580708092009 NA NA NA
"elbot" -240.530215305659 -434.822585818845 NA NA NA
"elbot" -240.063664753958 -435.560460648712 NA NA NA
"elbot" -234.594536207735 -429.165838630272 NA NA NA
"elbot" -233.681029304701 -422.825464019526 NA NA NA
"elbot" -232.975677235173 -424.650423780986 NA NA NA
"elbot" -236.376954242461 -432.415331248471 NA NA NA
"elbot" -243.575023505624 -436.03527913084 NA NA NA
"elbot" -242.572038668471 -432.417681404761 NA NA NA
"elbot" -224.214285987426 -414.362839422022 NA NA NA
"elbot" -229.671256712898 -426.20800620066 NA NA NA
"elbot" -237.923123007044 -424.036414044526 NA NA NA
"elbot" -246.858195520161 -436.576196345542 NA NA NA
"elbot" -224.627174109691 -418.488541859558 NA NA NA
"elbot" -236.938526328125 -423.386019469753 NA NA NA
"elbot" -227.417487833804 -422.542932025513 NA NA NA
"elbot" -235.646912646595 -426.900175914054 NA NA NA
"elbot" -238.154341339428 -426.952276592318 NA NA NA
"elbot" -230.17492225613 -419.792820304464 NA NA NA
"elbot" -238.758111085895 -424.862772362182 NA NA NA
"elbot" -231.697343661348 -425.530106383088 NA NA NA
"elbot" -233.610945069925 -422.898617485152 NA NA NA
"elbot" -249.85423213845 -451.854226509142 NA NA NA
"elbot" -225.473278457262 -417.529804832972 NA NA NA
"elbot" -232.886390012923 -423.784052944802 NA NA NA
"elbot" -239.173655074 -427.630650324445 NA NA NA
"elbot" -242.061899296107 -429.077060084535 NA NA NA
